Curated Document;Sample Id;Document Id;Document title (sv);Document title (en);Req ID;Section titles (sv);Section titles (en);Requirement text (sv);Requirement text (en);Advice (sv);Advice (en);Span;SB11 table;SB11 code;SB11 en_name;SB11 sv_name;CoClass table;CoClass code;CoClass en_name;CoClass sv_name
./data/after_check_20220412/A_1st.tsv;6;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30662;8 Längdmätning# 8.3 Konnektering av längdmätning;8 Length measurement# 8.3 Connection of length measurement;Där anläggning av nya spår innebär en längdförändring ska den sista kilometertavlan placeras på ny sträckning, så att längdmätning överensstämmer med befintlig längdmätning vid anslutningen till befintliga spår, se figur K8.3.;Where the construction of new tracks involves a change in length, the last mileage board shall be placed on the new route, so that the length measurement is consistent with the existing length measurement at the connection to the existing tracks, see Figure K8.3.;Normalt anordnas parallella spår med exakt spåravstånd på 4,5 m. Det finns framtagen standardlösning för växelförbindelse mellan parallella spår med 4,5 m spåravstånd.;Normally, parallel tracks are arranged with an exact track spacing of 4.5 m. There is a standard solution developed for the interconnection of parallel tracks with 4.5 m track spacing;Where the construction of new tracks involves a change in length , the last mileage board shall be placed on the new route , so that the length measurement is consistent with the existing length measurement at the connection to the existing tracks , see Figure K8.3 .;Byggdelar;33;TRACK FACILITIES;SPÅRANLÄGGNINGAR;Tillgångssystem;3R;Railway system;Spårsystem
./data/after_check_20220412/A_1st.tsv;7;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30674;9 Utmärkning av spårgeometri och längdmätning# 9.1 Utmärkning av rälsförhöjning;9 Marking of track geometry and length measurement# 9.1 Marking of rail elevation;Rälsförhöjningsskylt ska placeras med en maximal avvikelse i längdled på 0,1 m.;Rail elevation signs shall be placed with a maximum longitudinal deviation of 0.1 m.;;;Rail elevation signs;Byggdelar;84BBDC;Railway signalling panels;Signaltavlor vid järnväg;Grundfunktioner-och-Komponenter#Konstruktiva-system#Tillgångssystem;PHD#MEB#3TB;sign#Static sign system#Traffic signal system;Skylt#Fast skyltsystem#Trafiksignalsystem
./data/after_check_20220412/A_1st.tsv;7;TRVINFRA-00003;Ban- och stationsutformning / Spårgeometri;Track and station design / Track geometry;K30674;9 Utmärkning av spårgeometri och längdmätning# 9.1 Utmärkning av rälsförhöjning;9 Marking of track geometry and length measurement# 9.1 Marking of rail elevation;Rälsförhöjningsskylt ska placeras med en maximal avvikelse i längdled på 0,1 m.;Rail elevation signs shall be placed with a maximum longitudinal deviation of 0.1 m.;Råd, Enligt figur K8.3. i kravdokumentet placeras kilometertavla 5 så att avståndet mellan kilometertavla 5 och 6 blir lika i gammal och ny linjesträckning., , Råd, Är längdförändring stor kan det medföra att någon eller några kilometertavlor uteblir.  Råd, Skulle ny sträckning innebära en spårförlängning, kan det medföra att avståndet mellan sista och näst sista kilometerstolpen på den nya sträckningen blir längre än 1000 m.;Advice, According to figure K8.3. in the requirements document, mileage board 5 is placed so that the distance between mileage board 5 and 6 is equal in the old and new line route.  Advice, If the change in length is large, it may result in missing one or more kilometre boards.  Advice, Should the new route involve a track extension, the distance between the last and penultimate kilometre posts on the new route may be longer than 1000 m.;Rail elevation signs shall be placed with a maximum longitudinal deviation of 0.1 m .;Byggdelar;33;TRACK FACILITIES;SPÅRANLÄGGNINGAR;Tillgångssystem;3R;Railway system;Spårsystem
./data/after_check_20220412/A_1st.tsv;11;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K218247;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.3 Spår på bro# 7.1.3.2 Ballastspår på bro;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.3 Tracks on bridge# 7.1.3.2 Ballast tracks on bridge;Horisontalradie vid brons rörelseläge när dilatationsanordning inte anordnas får inte understiga;The horizontal radius at the bridge's position of movement when no dilatation device is provided must not be less than;;;bridge's;Landskapsinformation;BYGBRO;Bridge;Bro;Tillgångssystem;1C;Bridge structure;Brokonstruktion
./data/after_check_20220412/A_1st.tsv;11;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K218247;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.3 Spår på bro# 7.1.3.2 Ballastspår på bro;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.3 Tracks on bridge# 7.1.3.2 Ballast tracks on bridge;Horisontalradie vid brons rörelseläge när dilatationsanordning inte anordnas får inte understiga;The horizontal radius at the bridge's position of movement when no dilatation device is provided must not be less than;;;dilatation device;Landskapsinformation;JVGDIL;Dilatation device;Dilatationsanordning;Grundfunktioner-och-Komponenter;UPC;Dilation device;Dilatationsanordning
./data/after_check_20220412/A_1st.tsv;11;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K218247;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.3 Spår på bro# 7.1.3.2 Ballastspår på bro;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.3 Tracks on bridge# 7.1.3.2 Ballast tracks on bridge;Horisontalradie vid brons rörelseläge när dilatationsanordning inte anordnas får inte understiga;The horizontal radius at the bridge's position of movement when no dilatation device is provided must not be less than;;;The horizontal radius at the bridge's position of movement when no dilatation device is provided must not be less than : , 1 . 2000 m at STH ≥ 200 km / h . , 2 . 1500 m at 100 ≤ STH < 200 km / h . , 3 . 1000 m at STH < 100 km / h .;Byggdelar;31J;Superstructures for railway bridges;Överbyggnader för järnvägsbro;Konstruktiva-system;CEE;Railway superstructure on bridge;Banunderbyggnad på bro
./data/after_check_20220412/A_1st.tsv;12;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K37598;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.4 Spår i tunnel# 7.1.4.1 Skyddsräler i tunne;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.4 Tracks in tunnel# 7.1.4.1 Safety rails in tunnels#;I tunnlar med fler än ett spår ska skyddsräl anordnas i kontinuerlig tunnel längre än 100 m.;In tunnels with more than one track, guard rails shall be provided in continuous tunnels longer than 100 m.;;;tunnels;Byggdelar#Alternativtabell;18B#G-B;Concrete tunnel#Tunnels and underground passages;Betongtunnel#Tunnlar och bergrum;Tillgångssystem;1D;Tunnel structure;Tunnelkonstruktion
./data/after_check_20220412/A_1st.tsv;12;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K37598;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.4 Spår i tunnel# 7.1.4.1 Skyddsräler i tunne;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.4 Tracks in tunnel# 7.1.4.1 Safety rails in tunnels#;I tunnlar med fler än ett spår ska skyddsräl anordnas i kontinuerlig tunnel längre än 100 m.;In tunnels with more than one track, guard rails shall be provided in continuous tunnels longer than 100 m.;Vid horisontalradie under ca 1500 m bör brons rörelse begränsas med avseende på;At horizontal radii below about 1500 m, the movement of the bridge should be limited with respect to;track;Byggdelar;33B;Tracks;Spår;Grundfunktioner-och-Komponenter;WRA;track;Räl
./data/after_check_20220412/A_1st.tsv;12;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K37598;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.4 Spår i tunnel# 7.1.4.1 Skyddsräler i tunne;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.4 Tracks in tunnel# 7.1.4.1 Safety rails in tunnels#;I tunnlar med fler än ett spår ska skyddsräl anordnas i kontinuerlig tunnel längre än 100 m.;In tunnels with more than one track, guard rails shall be provided in continuous tunnels longer than 100 m.;Vid horisontalradie under ca 1500 m bör brons rörelse begränsas med avseende på;At horizontal radii below about 1500 m, the movement of the bridge should be limited with respect to;guard rails;Byggdelar;33BCBC;Protection rails;Skyddsräler;Grundfunktioner-och-Komponenter;FQD;protective rail;Räcke
./data/after_check_20220412/A_1st.tsv;12;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K37598;7 Skarvfria spår# 7.1 Nybyggnad eller upprustning av skarvfria spår# 7.1.4 Spår i tunnel# 7.1.4.1 Skyddsräler i tunne;7 Cobb-free tracks# 7.1 New construction or rehabilitation of seamless tracks# 7.1.4 Tracks in tunnel# 7.1.4.1 Safety rails in tunnels#;I tunnlar med fler än ett spår ska skyddsräl anordnas i kontinuerlig tunnel längre än 100 m.;In tunnels with more than one track, guard rails shall be provided in continuous tunnels longer than 100 m.;Vid horisontalradie under ca 1500 m bör brons rörelse begränsas med avseende på;At horizontal radii below about 1500 m, the movement of the bridge should be limited with respect to;In tunnels with more than one track , guard rails shall be provided in continuous tunnels longer than 100 m .;Byggdelar;31CJ;Track superstructure;Banöverbyggnad;Konstruktiva-system;D;Railway track construction system;Banöverbyggnad
./data/after_check_20220412/A_1st.tsv;15;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K35578;8 Skarvspår# 8.1 Nybyggnad eller upprustning av skarvspår# 8.1.1 Huvudspår# 8.1.1.13 Dilatationsanordning;8 Splice tracks# 8.1 New construction or rehabilitation of splice tracks# 8.1.1 Main track# 8.1.1.13 Dilation device;Dilatationsanordning får inte placeras i övergångskurva om längd på rälsförhöjningsramp med avseende på ramplutning understiger Lr=∆ha/1,25 (motsvarar ramplutning 1;A dilatation device shall not be placed in a transition curve if the length of the rail elevation ramp with respect to the ramp slope is less than Lr=∆ha/1,25 (equivalent to ramp slope 1;;;dilatation device;Landskapsinformation;JVGDIL;Dilatation device;Dilatationsanordning;Grundfunktioner-och-Komponenter;UPC;Dilation device;Dilatationsanordning
./data/after_check_20220412/A_1st.tsv;15;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K35578;8 Skarvspår# 8.1 Nybyggnad eller upprustning av skarvspår# 8.1.1 Huvudspår# 8.1.1.13 Dilatationsanordning;8 Splice tracks# 8.1 New construction or rehabilitation of splice tracks# 8.1.1 Main track# 8.1.1.13 Dilation device;Dilatationsanordning får inte placeras i övergångskurva om längd på rälsförhöjningsramp med avseende på ramplutning understiger Lr=∆ha/1,25 (motsvarar ramplutning 1;A dilatation device shall not be placed in a transition curve if the length of the rail elevation ramp with respect to the ramp slope is less than Lr=∆ha/1,25 (equivalent to ramp slope 1;;;rail elevation ramp;Landskapsinformation;BYGRAM;Ramp;Ramp;Grundfunktioner-och-Komponenter#Konstruktiva-system;XSD#AG;ramp#Ramp construction;Ramp#Rampkonstruktion
./data/after_check_20220412/A_1st.tsv;15;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K35578;8 Skarvspår# 8.1 Nybyggnad eller upprustning av skarvspår# 8.1.1 Huvudspår# 8.1.1.13 Dilatationsanordning;8 Splice tracks# 8.1 New construction or rehabilitation of splice tracks# 8.1.1 Main track# 8.1.1.13 Dilation device;Dilatationsanordning får inte placeras i övergångskurva om längd på rälsförhöjningsramp med avseende på ramplutning understiger Lr=∆ha/1,25 (motsvarar ramplutning 1;A dilatation device shall not be placed in a transition curve if the length of the rail elevation ramp with respect to the ramp slope is less than Lr=∆ha/1,25 (equivalent to ramp slope 1;;;ramp slope;Landskapsinformation;BYGRAM;Ramp;Ramp;Grundfunktioner-och-Komponenter;XSD;ramp;Ramp
./data/after_check_20220412/A_1st.tsv;15;TRVINFRA-00012;Banöverbyggnad / Spårsystem;Superstructure / Track system;K35578;8 Skarvspår# 8.1 Nybyggnad eller upprustning av skarvspår# 8.1.1 Huvudspår# 8.1.1.13 Dilatationsanordning;8 Splice tracks# 8.1 New construction or rehabilitation of splice tracks# 8.1.1 Main track# 8.1.1.13 Dilation device;Dilatationsanordning får inte placeras i övergångskurva om längd på rälsförhöjningsramp med avseende på ramplutning understiger Lr=∆ha/1,25 (motsvarar ramplutning 1;A dilatation device shall not be placed in a transition curve if the length of the rail elevation ramp with respect to the ramp slope is less than Lr=∆ha/1,25 (equivalent to ramp slope 1;;;A dilatation device shall not be placed in a transition curve if the length of the rail elevation ramp with respect to the ramp slope is less than Lr = ∆ ha / 1,25 ( equivalent to ramp slope 1 : 800 ) .;Byggdelar;31CJ;Track superstructure;Banöverbyggnad;Konstruktiva-system;D;Railway track construction system;Banöverbyggnad
./data/after_check_20220412/A_1st.tsv;20;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157847;8 Säkerhet# 8.3 Tvärfall;8 Security# 8.3 Cross slope;Tvärfall ska inte understiga 3 % för vägbana med grusslitlager eller enkel ytbehandling typ YG.;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment.;;;road surface;Byggdelar;31BC;Carriageways;Körbanor;Tillgångssystem;1ADB;Carriageway;Vägbana
./data/after_check_20220412/A_1st.tsv;20;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157847;8 Säkerhet# 8.3 Tvärfall;8 Security# 8.3 Cross slope;Tvärfall ska inte understiga 3 % för vägbana med grusslitlager eller enkel ytbehandling typ YG.;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment.;;;road surface with a gravel-sand layer;Landskapsinformation;VAGKYG;Driveable surface, gravel;Körbar yta, grus;Grundfunktioner-och-Komponenter#Konstruktiva-system;NCA#CBB;paving#Flexible ground superstructure for traffic area;Markbeläggning#Flexibel hårdgjord överbyggnad
./data/after_check_20220412/A_1st.tsv;20;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157847;8 Säkerhet# 8.3 Tvärfall;8 Security# 8.3 Cross slope;Tvärfall ska inte understiga 3 % för vägbana med grusslitlager eller enkel ytbehandling typ YG.;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment.;;;YG type surface treatment;DCAT;z;No Available Code;ingen tillgänglig kod;Konstruktiva-system;K;Treatment system;Behandlande system
./data/after_check_20220412/A_1st.tsv;20;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157847;8 Säkerhet# 8.3 Tvärfall;8 Security# 8.3 Cross slope;Tvärfall ska inte understiga 3 % för vägbana med grusslitlager eller enkel ytbehandling typ YG.;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment.;;;The cross slope should not be less than 3% for a road road surface surface with with a a gravel-sand gravel-sand layer layer or a simple YG type surface treatment .;Byggdelar;31BJ;Road superstructure, wear layer/pavement;Överbyggnad för Väg, Slitlager/beläggning;;;;
./data/after_check_20220412/A_1st.tsv;20;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157847;8 Säkerhet# 8.3 Tvärfall;8 Security# 8.3 Cross slope;Tvärfall ska inte understiga 3 % för vägbana med grusslitlager eller enkel ytbehandling typ YG.;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment.;;;The cross slope should not be less than 3% for a road surface with a gravel-sand layer or a simple YG type surface treatment .;;;;;Konstruktiva-system;CB;Ground superstructure construction;Överbyggnad för konstruktion
./data/after_check_20220412/A_1st.tsv;22;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157859;9 Framkomlighet# 9.1 Tjäle# 9.1.2 Tjällyftning;9 Accesibility# 9.1 Ground frost# 9.1.2 Forst lifting;Väg med betongöverbyggnad ska utformas så att tjällyftningen inte överstiger 20 mm.;Road with concrete superstructure shall be designed so that the pitch does not exceed 20 mm.;;;Road;Byggdelar;31BC;Carriageways;Körbanor;Tillgångssystem;1ADB;Carriageway;Vägbana
./data/after_check_20220412/A_1st.tsv;22;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K157859;9 Framkomlighet# 9.1 Tjäle# 9.1.2 Tjällyftning;9 Accesibility# 9.1 Ground frost# 9.1.2 Forst lifting;Väg med betongöverbyggnad ska utformas så att tjällyftningen inte överstiger 20 mm.;Road with concrete superstructure shall be designed so that the pitch does not exceed 20 mm.;;;Road with concrete superstructure;Byggdelar;31BJ;Road superstructure, wear layer/pavement;Överbyggnad för Väg, Slitlager/beläggning;Konstruktiva-system;CBC;Stiff ground superstructure for traffic area;Styv hårdgjord överbyggnad
./data/after_check_20220412/A_1st.tsv;26;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K113137;12 Överbyggnad Väg DK2# 12.1 Metod för verifiering – DK2# 12.1.5 Konstruktiv utformning# 12.1.5.1 Allmänna krav på överbyggnadstjocklek;12 Superstructure Road DK2# 12.1 Method of verification - DK2# 12.1.5 Constructive design# 12.1.5.1 General requirements for superstructure thickness;Vid nybyggnad av flexibla vägkonstruktioner ska sammanlagd tjocklek av obundna lager vara minst 500 mm.;For new construction of flexible road structures, the total thickness of unbound layers should be at least 500 mm.;;;flexible road structures;DCAT;z;No Available Code;ingen tillgänglig kod;Konstruktiva-system;CBB;Flexible ground superstructure for traffic area;Flexibel hårdgjord överbyggnad
./data/after_check_20220412/A_1st.tsv;26;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K113137;12 Överbyggnad Väg DK2# 12.1 Metod för verifiering – DK2# 12.1.5 Konstruktiv utformning# 12.1.5.1 Allmänna krav på överbyggnadstjocklek;12 Superstructure Road DK2# 12.1 Method of verification - DK2# 12.1.5 Constructive design# 12.1.5.1 General requirements for superstructure thickness;Vid nybyggnad av flexibla vägkonstruktioner ska sammanlagd tjocklek av obundna lager vara minst 500 mm.;For new construction of flexible road structures, the total thickness of unbound layers should be at least 500 mm.;;;unbound layers;DCAT;z;No Available Code;ingen tillgänglig kod;DCAT;z;No Available Code;ingen tillgänglig kod
./data/after_check_20220412/A_1st.tsv;26;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K113137;12 Överbyggnad Väg DK2# 12.1 Metod för verifiering – DK2# 12.1.5 Konstruktiv utformning# 12.1.5.1 Allmänna krav på överbyggnadstjocklek;12 Superstructure Road DK2# 12.1 Method of verification - DK2# 12.1.5 Constructive design# 12.1.5.1 General requirements for superstructure thickness;Vid nybyggnad av flexibla vägkonstruktioner ska sammanlagd tjocklek av obundna lager vara minst 500 mm.;For new construction of flexible road structures, the total thickness of unbound layers should be at least 500 mm.;;;For new construction of flexible road structures , the total thickness of unbound layers should be at least 500 mm .;Byggdelar;31B;Superstructures for roads and flat areas;Överbyggnader för väg och plan;;;;
./data/after_check_20220412/A_2nd.tsv;33;TRVINFRA-00224;Vägöverbyggnad / Överbyggnad väg, Dimensionering och utformning;Road Superstructure / Road superstructure, Dimensioning and design;K122148;19 Grusöverbyggnad# 19.2 Överbyggnadstjocklek grusväg;19 Gravel Superstructure# 19.2 Superstructure thickness gravel road;Överbyggnadstjocklek ska väljas så att den uppfyller kraven i Tabell 19-1 och Tabell 19- 2 samtidigt som de i Figur 19-1 angivna måtten för grusslitlager och bärlager uppfylls.;Superstructure thickness shall be selected to meet the requirements of Table 19-1 and Table 19- 2 while meeting the dimensions of the gravel wear layer and support layer shown in Figure 19-1.;;;Superstructure;Byggdelar;31B;Superstructures for roads and flat areas;Överbyggnader för väg och plan;Konstruktiva-system;CB;Ground superstructure construction;Överbyggnad för konstruktion
